id,event_type,event_cause,corridor,junction,police_station,zone,road_closure_probability,predicted_duration_band,risk_level,risk_score,manpower,barricading,diversion,equipment,agency_alerts,hotspot_level,hotspot_score,actual_duration_band,target_road_closure,latitude,longitude,start_datetime,description,duration_band,is_peak_hour,valid_duration_label,prob_duration_long,prob_duration_medium,prob_duration_short,total_events,closure_rate,control_room,primary_trigger,playbook_json
FKID000088,unplanned,vehicle_breakdown,orr north 1,unknown,banaswadi,unknown,0.06570551,medium,medium,42.49,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",medium,31.784615384615382,medium,0,13.0253205,77.6400845,2024-03-07 21:35:50.715000+00:00,front wheel tyre burst,medium,0,1,0.0,0.6818707510350587,0.3181292489649418,78,0.0641025641025641,Notify station control and monitor every 15 minutes.,vehicle_breakdown,"{""risk_level"": ""medium"", ""risk_score"": 42.49, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID000093,unplanned,vehicle_breakdown,mysore road,unknown,byatarayanapura,unknown,0.020093039,short,medium,32.99,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",high,36.94406779661017,short,0,12.9480512,77.5343585,2024-01-31 04:21:01.833000+00:00,Nayadahallie towards BHEL incoming side traffic no problem,short,1,1,0.0,0.24432117840796005,0.7556788215920395,118,0.025423728813559324,Notify station control and monitor every 15 minutes.,vehicle_breakdown,"{""risk_level"": ""medium"", ""risk_score"": 32.99, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID000095,unplanned,tree_fall,non-corridor,unknown,r.t. nagar,unknown,0.7525607,short,critical,65.49,8+ officers + inspector oversight + 3 patrol units,Full barricade deployment and protected emergency lane.,Activate full diversion plan and public advisory immediately.,"barricades, portable signage, reflective jackets, traffic cones, tree clearance crew","BBMP tree clearance, traffic police",medium,25.41428571428571,short,0,13.0078566,77.5920655,2024-03-07 21:47:02.800000+00:00,tv tower tree falling,short,0,1,0.07847388651957658,0.370976237428693,0.5505498760517306,42,0.23809523809523808,Dedicated control-room monitoring until clearance.,tree_fall,"{""risk_level"": ""critical"", ""risk_score"": 65.49, ""manpower"": ""8+ officers + inspector oversight + 3 patrol units"", ""barricading"": ""Full barricade deployment and protected emergency lane."", ""diversion"": ""Activate full diversion plan and public advisory immediately."", ""control_room"": ""Dedicated control-room monitoring until clearance."", ""equipment"": [""barricades"", ""portable signage"", ""reflective jackets"", ""traffic cones"", ""tree clearance crew""], ""agency_alerts"": [""BBMP tree clearance"", ""traffic police""], ""primary_trigger"": ""tree_fall""}"
FKID000107,unplanned,vehicle_breakdown,orr west 1,unknown,banashankari,unknown,0.07960966,medium,medium,37.47,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,12.95,medium,0,12.9238693,77.5536044,2024-01-31 05:41:26.253000+00:00,Vehicle off road @ [PERSON] due to clutch problem,medium,0,1,0.0017164518574677786,0.5252285875019072,0.47305496064062497,37,0.0,Notify station control and monitor every 15 minutes.,vehicle_breakdown,"{""risk_level"": ""medium"", ""risk_score"": 37.47, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID000113,unplanned,construction,bellary road 1,unknown,hebbala,unknown,0.47774142,long,critical,75.33,8+ officers + inspector oversight + 3 patrol units,Full barricade deployment and protected emergency lane.,Activate full diversion plan and public advisory immediately.,"barricades, portable signage, reflective cones, reflective jackets, traffic cones, warning signage","control room, road works contractor, traffic police",medium,26.109375,long,0,13.0331905,77.5901915,2024-03-07 22:40:56.720000+00:00,keb cable work @anand [PERSON],long,0,1,0.6597350591358526,0.10038589735325197,0.23987904351089562,64,0.046875,Dedicated control-room monitoring until clearance.,construction,"{""risk_level"": ""critical"", ""risk_score"": 75.33, ""manpower"": ""8+ officers + inspector oversight + 3 patrol units"", ""barricading"": ""Full barricade deployment and protected emergency lane."", ""diversion"": ""Activate full diversion plan and public advisory immediately."", ""control_room"": ""Dedicated control-room monitoring until clearance."", ""equipment"": [""barricades"", ""portable signage"", ""reflective cones"", ""reflective jackets"", ""traffic cones"", ""warning signage""], ""agency_alerts"": [""control room"", ""road works contractor"", ""traffic police""], ""primary_trigger"": ""construction""}"
FKID000122,unplanned,tree_fall,non-corridor,unknown,basavanagudi,unknown,0.91959137,medium,critical,87.66,8+ officers + inspector oversight + 3 patrol units,Full barricade deployment and protected emergency lane.,Activate full diversion plan and public advisory immediately.,"barricades, portable signage, reflective jackets, traffic cones, tree clearance crew","BBMP tree clearance, traffic police",medium,27.588461538461537,medium,1,12.9392829,77.5596125,2024-03-07 23:06:49.704000+00:00,bbmp tree cut maduvaru bandiruttare sir.,medium,0,1,0.07534887302922132,0.6514995101695495,0.273151616801229,39,0.2564102564102564,Dedicated control-room monitoring until clearance.,tree_fall,"{""risk_level"": ""critical"", ""risk_score"": 87.66, ""manpower"": ""8+ officers + inspector oversight + 3 patrol units"", ""barricading"": ""Full barricade deployment and protected emergency lane."", ""diversion"": ""Activate full diversion plan and public advisory immediately."", ""control_room"": ""Dedicated control-room monitoring until clearance."", ""equipment"": [""barricades"", ""portable signage"", ""reflective jackets"", ""traffic cones"", ""tree clearance crew""], ""agency_alerts"": [""BBMP tree clearance"", ""traffic police""], ""primary_trigger"": ""tree_fall""}"
FKID000123,unplanned,vehicle_breakdown,mysore road,unknown,chamarajpet,unknown,0.03335228,medium,medium,42.7,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",high,37.31623376623377,medium,0,12.9614398,77.5600867,2024-01-31 08:57:24.573000+00:00,heat,medium,0,1,0.0,0.6190762292740045,0.3809237707259949,77,0.19480519480519481,Notify station control and monitor every 15 minutes.,vehicle_breakdown,"{""risk_level"": ""medium"", ""risk_score"": 42.7, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID000131,unplanned,vehicle_breakdown,bellary road 2,unknown,yelahanka,unknown,0.015623139,short,low,27.77,1 patrol unit,No barricading by default; keep cones ready if lane obstruction grows.,No diversion. Monitor junction approach roads.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",high,36.886624203821654,medium,0,13.114305,77.60655,2024-01-31 20:34:20.329000+00:00,[LOCATION] onflyover to wards airport hgv lary tyer bust sir,medium,0,1,0.0032529827722718213,0.3581510852612123,0.6385959319665159,157,0.006369426751592357,Log and monitor.,vehicle_breakdown,"{""risk_level"": ""low"", ""risk_score"": 27.77, ""manpower"": ""1 patrol unit"", ""barricading"": ""No barricading by default; keep cones ready if lane obstruction grows."", ""diversion"": ""No diversion. Monitor junction approach roads."", ""control_room"": ""Log and monitor."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID000132,unplanned,vehicle_breakdown,magadi road,unknown,kamakshipalya,unknown,0.013873247,medium,medium,42.52,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",high,39.66103896103896,medium,0,12.9900159,77.5025425,2024-01-31 20:33:08.407000+00:00,Brekdown traffick slov momnet,medium,0,1,0.0015621156211562117,0.7164901049508304,0.28194777942801325,154,0.032467532467532464,Notify station control and monitor every 15 minutes.,vehicle_breakdown,"{""risk_level"": ""medium"", ""risk_score"": 42.52, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID000134,unplanned,vehicle_breakdown,hosur road,unknown,madiwala,unknown,0.29400513,medium,medium,49.18,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",medium,19.83478260869565,medium,1,12.9216832,77.6199372,2024-01-31 19:45:59.207000+00:00,ಅಯ್ಯಪ್ಪ ಜಂಕ್ಷನ್ ಇಂದ ಹೋಗುವ ಮಾರ್ಗ ಮಧ್ಯೆ ಕಸದ ಲಾರಿ ಬ್ರೇಕ್ ಡೌನ್ ಆಗಿರುತ್ತದೆ ಸರ್,medium,0,1,0.0010041503343324878,0.7034188820450824,0.29557696762058544,46,0.06521739130434782,Notify station control and monitor every 15 minutes.,vehicle_breakdown,"{""risk_level"": ""medium"", ""risk_score"": 49.18, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID000138,unplanned,pot_holes,non-corridor,unknown,k.r. pura,unknown,0.75188303,long,critical,83.83,8+ officers + inspector oversight + 3 patrol units,Full barricade deployment and protected emergency lane.,Activate full diversion plan and public advisory immediately.,"barricades, portable signage, reflective jackets, traffic cones","control room, traffic police",high,43.46741573033707,long,1,13.0161873,77.7093516,2024-01-21 00:50:18.118000+00:00,Path holes traffic slow movement sir,long,0,1,0.6093488997288318,0.09791393812698311,0.292737162144185,178,0.1348314606741573,Dedicated control-room monitoring until clearance.,default,"{""risk_level"": ""critical"", ""risk_score"": 83.83, ""manpower"": ""8+ officers + inspector oversight + 3 patrol units"", ""barricading"": ""Full barricade deployment and protected emergency lane."", ""diversion"": ""Activate full diversion plan and public advisory immediately."", ""control_room"": ""Dedicated control-room monitoring until clearance."", ""equipment"": [""barricades"", ""portable signage"", ""reflective jackets"", ""traffic cones""], ""agency_alerts"": [""control room"", ""traffic police""], ""primary_trigger"": ""default""}"
FKID000139,planned,construction,orr east 2,unknown,hal old airport,unknown,0.03639132,long,high,59.64,4-6 officers + 2 patrol units,Barricade readiness at affected arm and upstream junction.,Activate partial diversion and push advisory to nearby corridors.,"barricades, portable signage, reflective cones, reflective jackets, traffic cones, warning signage","control room, road works contractor, traffic police",high,55.98540145985402,long,0,12.9693576,77.7006406,2024-01-31 21:05:04.750000+00:00,[LOCATION] towards marathhalli and karthiknagara towards mahadevpura traffic movement will be slow due to metrostation work,long,0,1,0.997733336175274,0.0004772444312471894,0.0017894193934784495,137,0.021897810218978103,Control-room loop with field updates every 10 minutes.,construction,"{""risk_level"": ""high"", ""risk_score"": 59.64, ""manpower"": ""4-6 officers + 2 patrol units"", ""barricading"": ""Barricade readiness at affected arm and upstream junction."", ""diversion"": ""Activate partial diversion and push advisory to nearby corridors."", ""control_room"": ""Control-room loop with field updates every 10 minutes."", ""equipment"": [""barricades"", ""portable signage"", ""reflective cones"", ""reflective jackets"", ""traffic cones"", ""warning signage""], ""agency_alerts"": [""control room"", ""road works contractor"", ""traffic police""], ""primary_trigger"": ""construction""}"
